@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 {0,1,2,3,4,5}
@attribute outputs-5 {0,1,2,3,4,5}
@attribute outputs-6 {0,1,2,3,4,5}
@attribute outputs-7 {0,1,2,3,4,5}
@attribute outputs-8 {0,1,2,3,4,5}
@attribute outputs-9 {0,1,2,3,4,5}
@attribute outputs-10 {0,1,2,3,4,5}

@data
1183,'2024/10/09 12:53:18:947',3,19.787884,-10,18,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1184,'2024/10/09 12:53:19:045',3,19.787884,-10,18,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1185,'2024/10/09 12:53:19:164',3,19.787884,-10,18,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1186,'2024/10/09 12:53:19:165',3,19.787884,-10,18,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1187,'2024/10/09 12:53:19:165',3,19.746895,-10,18,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1188,'2024/10/09 12:53:19:165',3,19.746895,-10,18,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1189,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1190,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1191,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1192,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903893,-0.43,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1193,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903893,-0.48,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1194,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903339,-0.48,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1195,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903339,-0.48,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1196,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903339,-0.48,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1197,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903339,-0.48,0.76,0,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1198,'2024/10/09 12:53:19:165',3,19.746895,-10,16,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1199,'2024/10/09 12:53:19:265',3,19.746895,-10,16,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1200,'2024/10/09 12:53:19:385',3,19.746895,-10,16,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1201,'2024/10/09 12:53:19:386',3,19.746895,-11,16,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1202,'2024/10/09 12:53:19:386',3,19.61651,-11,16,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1203,'2024/10/09 12:53:19:386',3,19.61651,-11,16,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1204,'2024/10/09 12:53:19:386',3,19.61651,-11,17,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1205,'2024/10/09 12:53:19:386',3,19.61651,-11,17,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1206,'2024/10/09 12:53:19:386',3,19.61651,-11,17,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1207,'2024/10/09 12:53:19:386',3,19.61651,-11,17,-2,0.903339,-0.48,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1208,'2024/10/09 12:53:19:386',3,19.61651,-11,17,-2,0.903339,-0.52,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1209,'2024/10/09 12:53:19:386',3,19.61651,-11,17,-2,0.902822,-0.52,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1210,'2024/10/09 12:53:19:387',3,19.61651,-11,17,-2,0.902822,-0.52,0.76,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1211,'2024/10/09 12:53:19:387',3,19.61651,-11,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1212,'2024/10/09 12:53:19:387',3,19.61651,-11,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1213,'2024/10/09 12:53:19:387',3,19.61651,-11,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1214,'2024/10/09 12:53:19:485',3,19.61651,-11,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1215,'2024/10/09 12:53:19:585',3,19.61651,-11,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1216,'2024/10/09 12:53:19:585',3,19.61651,-10,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1217,'2024/10/09 12:53:19:585',3,19.430243,-10,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1218,'2024/10/09 12:53:19:585',3,19.430243,-10,17,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1219,'2024/10/09 12:53:19:585',3,19.430243,-10,15,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1220,'2024/10/09 12:53:19:585',3,19.430243,-10,15,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1221,'2024/10/09 12:53:19:585',3,19.430243,-10,15,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1222,'2024/10/09 12:53:19:585',3,19.430243,-10,15,-2,0.902822,-0.52,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1223,'2024/10/09 12:53:19:585',3,19.430243,-10,15,-2,0.902822,-0.48,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1224,'2024/10/09 12:53:19:585',3,19.430243,-10,15,-2,0.910667,-0.48,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1225,'2024/10/09 12:53:19:605',3,19.430243,-10,15,-2,0.910667,-0.48,0.81,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1226,'2024/10/09 12:53:19:605',3,19.430243,-10,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1227,'2024/10/09 12:53:19:606',3,19.430243,-10,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1228,'2024/10/09 12:53:19:606',3,19.430243,-10,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1229,'2024/10/09 12:53:19:705',3,19.430243,-10,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1230,'2024/10/09 12:53:19:805',3,19.430243,-10,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1231,'2024/10/09 12:53:19:805',3,19.430243,-11,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1232,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1233,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1234,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1235,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1236,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1237,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.910667,-0.48,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1238,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.910667,-0.52,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1239,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.912955,-0.52,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1240,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.912955,-0.52,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1241,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.912955,-0.52,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1242,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.912955,-0.52,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1243,'2024/10/09 12:53:19:805',3,19.478218,-11,15,-2,0.912955,-0.52,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1244,'2024/10/09 12:53:19:905',3,19.478218,-11,15,-2,0.912955,-0.52,0.71,-0.1,-10,16,-2,-0.48,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1245,'2024/10/09 12:53:22:213',4,19.402802,-11,17,-1,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.48,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1246,'2024/10/09 12:53:22:213',4,19.402802,-12,17,-1,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.48,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1247,'2024/10/09 12:53:22:213',4,19.417459,-12,17,-1,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.48,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1248,'2024/10/09 12:53:22:213',4,19.417459,-12,17,-1,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.48,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1249,'2024/10/09 12:53:22:213',4,19.417459,-12,16,-1,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.48,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1250,'2024/10/09 12:53:22:213',4,19.417459,-12,16,-1,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.48,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1251,'2024/10/09 12:53:22:213',4,19.417459,-12,16,-2,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.48,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1252,'2024/10/09 12:53:22:214',4,19.417459,-12,16,-2,0.916354,-0.52,0.81,-0.05,-11,16,-2,-0.5,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1253,'2024/10/09 12:53:22:214',4,19.417459,-12,16,-2,0.916354,-0.57,0.81,-0.05,-11,16,-2,-0.5,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1254,'2024/10/09 12:53:22:214',4,19.417459,-12,16,-2,0.929241,-0.57,0.81,-0.05,-11,16,-2,-0.5,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1255,'2024/10/09 12:53:22:214',4,19.417459,-12,16,-2,0.929241,-0.57,0.81,-0.05,-11,16,-2,-0.5,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1256,'2024/10/09 12:53:22:214',4,19.417459,-12,16,-2,0.929241,-0.57,0.76,-0.05,-11,16,-2,-0.5,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1257,'2024/10/09 12:53:22:214',4,19.417459,-12,16,-2,0.929241,-0.57,0.76,-0.05,-11,16,-2,-0.5,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1258,'2024/10/09 12:53:22:214',4,19.417459,-12,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1259,'2024/10/09 12:53:22:304',4,19.417459,-12,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1260,'2024/10/09 12:53:22:405',4,19.417459,-12,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1261,'2024/10/09 12:53:22:405',4,19.417459,-11,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1262,'2024/10/09 12:53:22:405',4,19.439606,-11,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1263,'2024/10/09 12:53:22:405',4,19.439606,-11,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1264,'2024/10/09 12:53:22:406',4,19.439606,-11,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1265,'2024/10/09 12:53:22:406',4,19.439606,-11,16,-2,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1266,'2024/10/09 12:53:22:406',4,19.439606,-11,16,-3,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.5,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1267,'2024/10/09 12:53:22:406',4,19.439606,-11,16,-3,0.929241,-0.57,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1268,'2024/10/09 12:53:22:406',4,19.439606,-11,16,-3,0.929241,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1269,'2024/10/09 12:53:22:406',4,19.439606,-11,16,-3,0.9252,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1270,'2024/10/09 12:53:22:425',4,19.439606,-11,16,-3,0.9252,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1271,'2024/10/09 12:53:22:425',4,19.439606,-11,16,-3,0.9252,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1272,'2024/10/09 12:53:22:425',4,19.439606,-11,16,-3,0.9252,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1273,'2024/10/09 12:53:22:425',4,19.439606,-11,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1274,'2024/10/09 12:53:22:524',4,19.439606,-11,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1275,'2024/10/09 12:53:22:625',4,19.439606,-11,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1276,'2024/10/09 12:53:22:626',4,19.439606,-10,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1277,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1278,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1279,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1280,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-3,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1281,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-2,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1282,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-2,0.9252,-0.52,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1283,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-2,0.9252,-0.48,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1284,'2024/10/09 12:53:22:626',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1285,'2024/10/09 12:53:22:627',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1286,'2024/10/09 12:53:22:627',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1287,'2024/10/09 12:53:22:627',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.14,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1288,'2024/10/09 12:53:22:627',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,0,1,1,1,?,?,?,?,?,?,?,?,?,?
1289,'2024/10/09 12:53:22:724',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1290,'2024/10/09 12:53:22:845',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1291,'2024/10/09 12:53:22:845',4,19.425726,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1292,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1293,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1294,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1295,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-2,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1296,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-1,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1297,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-1,0.929888,-0.48,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1298,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-1,0.929888,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1299,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-1,0.927833,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1300,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-1,0.927833,-0.52,0.76,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1301,'2024/10/09 12:53:22:846',4,19.407204,-10,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1302,'2024/10/09 12:53:22:864',4,19.407204,-10,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1303,'2024/10/09 12:53:22:865',4,19.407204,-10,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1304,'2024/10/09 12:53:22:964',4,19.407204,-10,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1305,'2024/10/09 12:53:23:065',4,19.407204,-10,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1306,'2024/10/09 12:53:23:065',4,19.407204,-12,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1307,'2024/10/09 12:53:23:065',4,19.407204,-12,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1308,'2024/10/09 12:53:23:065',4,19.407204,-12,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1309,'2024/10/09 12:53:23:066',4,19.407204,-12,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1310,'2024/10/09 12:53:23:066',4,19.407204,-12,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1311,'2024/10/09 12:53:23:066',4,19.407204,-12,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
1312,'2024/10/09 12:53:23:066',4,19.407204,-12,16,-1,0.927833,-0.52,0.71,-0.1,-11,16,-2,-0.52,0.76,-0.1,1,1,1,1,?,?,?,?,?,?,?,?,?,?
