@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 {0,1,2,3,4,5}
@attribute outputs-5 {0,1,2,3,4,5}
@attribute outputs-6 {0,1,2,3,4,5}
@attribute outputs-7 {0,1,2,3,4,5}
@attribute outputs-8 {0,1,2,3,4,5}
@attribute outputs-9 {0,1,2,3,4,5}
@attribute outputs-10 {0,1,2,3,4,5}

@data
8767,'2024/10/09 13:08:44:759',23,19.640303,-10,6,8,0.929167,-0.76,0,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8768,'2024/10/09 13:08:44:759',23,19.640303,-10,6,8,0.929167,-0.48,0,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8769,'2024/10/09 13:08:44:759',23,19.640303,-10,6,8,0.899122,-0.48,0,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8770,'2024/10/09 13:08:44:759',23,19.640303,-10,6,8,0.899122,-0.48,0,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8771,'2024/10/09 13:08:44:759',23,19.640303,-10,6,8,0.899122,-0.48,0.29,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8772,'2024/10/09 13:08:44:759',23,19.640303,-10,6,8,0.899122,-0.48,0.29,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8773,'2024/10/09 13:08:44:759',23,19.640303,-10,6,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8774,'2024/10/09 13:08:44:857',23,19.640303,-10,6,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8775,'2024/10/09 13:08:44:958',23,19.640303,-10,6,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8776,'2024/10/09 13:08:44:958',23,19.640303,-17,6,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8777,'2024/10/09 13:08:44:958',23,19.673655,-17,6,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8778,'2024/10/09 13:08:44:958',23,19.673655,-17,6,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8779,'2024/10/09 13:08:44:958',23,19.673655,-17,0,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8780,'2024/10/09 13:08:44:958',23,19.673655,-17,0,8,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8781,'2024/10/09 13:08:44:958',23,19.673655,-17,0,7,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8782,'2024/10/09 13:08:44:988',23,19.673655,-17,0,7,0.899122,-0.48,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8783,'2024/10/09 13:08:44:989',23,19.673655,-17,0,7,0.899122,-0.81,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8784,'2024/10/09 13:08:44:989',23,19.673655,-17,0,7,0.910169,-0.81,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8785,'2024/10/09 13:08:44:989',23,19.673655,-17,0,7,0.910169,-0.81,0.29,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8786,'2024/10/09 13:08:44:989',23,19.673655,-17,0,7,0.910169,-0.81,0,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8787,'2024/10/09 13:08:44:989',23,19.673655,-17,0,7,0.910169,-0.81,0,0.38,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8788,'2024/10/09 13:08:44:989',23,19.673655,-17,0,7,0.910169,-0.81,0,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8789,'2024/10/09 13:08:45:077',23,19.673655,-17,0,7,0.910169,-0.81,0,0.33,-18,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8790,'2024/10/09 13:08:45:178',23,19.673655,-17,0,7,0.910169,-0.81,0,0.33,-17.5,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8791,'2024/10/09 13:08:45:178',23,19.673655,-16,0,7,0.910169,-0.81,0,0.33,-17.5,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8792,'2024/10/09 13:08:45:178',23,19.669104,-16,0,7,0.910169,-0.81,0,0.33,-17.5,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8793,'2024/10/09 13:08:45:179',23,19.669104,-16,0,7,0.910169,-0.81,0,0.33,-17.5,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8794,'2024/10/09 13:08:45:179',23,19.669104,-16,3,7,0.910169,-0.81,0,0.33,-17.5,1,6,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8795,'2024/10/09 13:08:45:179',23,19.669104,-16,3,7,0.910169,-0.81,0,0.33,-17.5,1,5.5,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8796,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.910169,-0.81,0,0.33,-17.5,1,5.5,-0.86,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8797,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.910169,-0.81,0,0.33,-17.5,1,5.5,-0.835,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8798,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.910169,-0.76,0,0.33,-17.5,1,5.5,-0.835,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8799,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.901717,-0.76,0,0.33,-17.5,1,5.5,-0.835,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8800,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.901717,-0.76,0,0.33,-17.5,1,5.5,-0.835,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8801,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.901717,-0.76,0.14,0.33,-17.5,1,5.5,-0.835,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8802,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.901717,-0.76,0.14,0.33,-17.5,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8803,'2024/10/09 13:08:45:179',23,19.669104,-16,3,5,0.901717,-0.76,0.14,0.24,-17.5,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8804,'2024/10/09 13:08:45:297',23,19.669104,-16,3,5,0.901717,-0.76,0.14,0.24,-17.5,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8805,'2024/10/09 13:08:45:398',23,19.669104,-16,3,5,0.901717,-0.76,0.14,0.24,-17,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8806,'2024/10/09 13:08:45:398',23,19.669104,-17,3,5,0.901717,-0.76,0.14,0.24,-17,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8807,'2024/10/09 13:08:45:398',23,19.562929,-17,3,5,0.901717,-0.76,0.14,0.24,-17,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8808,'2024/10/09 13:08:45:398',23,19.562929,-17,3,5,0.901717,-0.76,0.14,0.24,-17,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8809,'2024/10/09 13:08:45:398',23,19.562929,-17,2,5,0.901717,-0.76,0.14,0.24,-17,1,5.5,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8810,'2024/10/09 13:08:45:398',23,19.562929,-17,2,5,0.901717,-0.76,0.14,0.24,-17,1,6,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8811,'2024/10/09 13:08:45:398',23,19.562929,-17,2,6,0.901717,-0.76,0.14,0.24,-17,1,6,-0.835,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8812,'2024/10/09 13:08:45:398',23,19.562929,-17,2,6,0.901717,-0.76,0.14,0.24,-17,1,6,-0.81,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8813,'2024/10/09 13:08:45:398',23,19.562929,-17,2,6,0.901717,-0.81,0.14,0.24,-17,1,6,-0.81,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8814,'2024/10/09 13:08:45:398',23,19.562929,-17,2,6,0.88704,-0.81,0.14,0.24,-17,1,6,-0.81,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8815,'2024/10/09 13:08:45:398',23,19.562929,-17,2,6,0.88704,-0.81,0.14,0.24,-17,1,6,-0.81,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8816,'2024/10/09 13:08:45:399',23,19.562929,-17,2,6,0.88704,-0.81,0.1,0.24,-17,1,6,-0.81,0.05,0.265,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8817,'2024/10/09 13:08:45:399',23,19.562929,-17,2,6,0.88704,-0.81,0.1,0.24,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8818,'2024/10/09 13:08:45:399',23,19.562929,-17,2,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8819,'2024/10/09 13:08:45:497',23,19.562929,-17,2,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8820,'2024/10/09 13:08:45:618',23,19.562929,-17,2,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8821,'2024/10/09 13:08:45:619',23,19.562929,-18,2,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8822,'2024/10/09 13:08:45:619',23,19.551567,-18,2,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8823,'2024/10/09 13:08:45:619',23,19.551567,-18,2,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8824,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8825,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8826,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8827,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.88704,-0.81,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8828,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.88704,-0.86,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8829,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.875386,-0.86,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8830,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.875386,-0.86,0.1,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8831,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.875386,-0.86,0.14,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8832,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.875386,-0.86,0.14,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8833,'2024/10/09 13:08:45:619',23,19.551567,-18,3,6,0.875386,-0.86,0.14,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8834,'2024/10/09 13:08:45:718',23,19.551567,-18,3,6,0.875386,-0.86,0.14,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8835,'2024/10/09 13:08:45:838',23,19.551567,-18,3,6,0.875386,-0.86,0.14,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8836,'2024/10/09 13:08:45:838',23,19.551567,-21,3,6,0.875386,-0.86,0.14,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8837,'2024/10/09 13:08:45:838',23,19.572952,-21,3,6,0.875386,-0.86,0.14,0.29,-17,1,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8838,'2024/10/09 13:08:45:838',23,19.572952,-21,3,6,0.875386,-0.86,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8839,'2024/10/09 13:08:45:838',23,19.572952,-21,5,6,0.875386,-0.86,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8840,'2024/10/09 13:08:45:839',23,19.572952,-21,5,6,0.875386,-0.86,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8841,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.875386,-0.86,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8842,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.875386,-0.86,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8843,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.875386,-0.81,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8844,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.854317,-0.81,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8845,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.854317,-0.81,0.14,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8846,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.854317,-0.81,0.05,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8847,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.854317,-0.81,0.05,0.29,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8848,'2024/10/09 13:08:45:839',23,19.572952,-21,5,8,0.854317,-0.81,0.05,0.38,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8849,'2024/10/09 13:08:45:938',23,19.572952,-21,5,8,0.854317,-0.81,0.05,0.38,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8850,'2024/10/09 13:08:46:038',23,19.572952,-21,5,8,0.854317,-0.81,0.05,0.38,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8851,'2024/10/09 13:08:46:038',23,19.572952,-19,5,8,0.854317,-0.81,0.05,0.38,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8852,'2024/10/09 13:08:46:039',23,19.592247,-19,5,8,0.854317,-0.81,0.05,0.38,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8853,'2024/10/09 13:08:46:039',23,19.592247,-19,5,8,0.854317,-0.81,0.05,0.38,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8854,'2024/10/09 13:08:46:039',23,19.592247,-19,1,8,0.854317,-0.81,0.05,0.38,-17,1.5,6,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8855,'2024/10/09 13:08:46:039',23,19.592247,-19,1,8,0.854317,-0.81,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8856,'2024/10/09 13:08:46:039',23,19.592247,-19,1,7,0.854317,-0.81,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8857,'2024/10/09 13:08:46:039',23,19.592247,-19,1,7,0.854317,-0.81,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8858,'2024/10/09 13:08:46:039',23,19.592247,-19,1,7,0.854317,-0.9,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8859,'2024/10/09 13:08:46:039',23,19.592247,-19,1,7,0.852328,-0.9,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8860,'2024/10/09 13:08:46:039',23,19.592247,-19,1,7,0.852328,-0.9,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8861,'2024/10/09 13:08:46:039',23,19.592247,-19,1,7,0.852328,-0.9,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.29,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8862,'2024/10/09 13:08:46:057',23,19.592247,-19,1,7,0.852328,-0.9,0.05,0.38,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8863,'2024/10/09 13:08:46:058',23,19.592247,-19,1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8864,'2024/10/09 13:08:46:158',23,19.592247,-19,1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8865,'2024/10/09 13:08:46:278',23,19.592247,-19,1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8866,'2024/10/09 13:08:46:278',23,19.592247,-25,1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8867,'2024/10/09 13:08:46:278',23,19.704922,-25,1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8868,'2024/10/09 13:08:46:278',23,19.704922,-25,1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8869,'2024/10/09 13:08:46:278',23,19.704922,-25,-1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8870,'2024/10/09 13:08:46:278',23,19.704922,-25,-1,7,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8871,'2024/10/09 13:08:46:278',23,19.704922,-25,-1,1,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8872,'2024/10/09 13:08:46:279',23,19.704922,-25,-1,1,0.852328,-0.9,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8873,'2024/10/09 13:08:46:279',23,19.704922,-25,-1,1,0.852328,-1.19,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8874,'2024/10/09 13:08:46:279',23,19.704922,-25,-1,1,0.885163,-1.19,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8875,'2024/10/09 13:08:46:279',23,19.704922,-25,-1,1,0.885163,-1.19,0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8876,'2024/10/09 13:08:46:279',23,19.704922,-25,-1,1,0.885163,-1.19,-0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8877,'2024/10/09 13:08:46:279',23,19.704922,-25,-1,1,0.885163,-1.19,-0.05,0.33,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8878,'2024/10/09 13:08:46:279',23,19.704922,-25,-1,1,0.885163,-1.19,-0.05,0.05,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8879,'2024/10/09 13:08:46:358',23,19.704922,-25,-1,1,0.885163,-1.19,-0.05,0.05,-17,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8880,'2024/10/09 13:08:46:478',23,19.704922,-25,-1,1,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8881,'2024/10/09 13:08:46:478',23,19.704922,-19,-1,1,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8882,'2024/10/09 13:08:46:478',23,19.689489,-19,-1,1,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8883,'2024/10/09 13:08:46:479',23,19.689489,-19,-1,1,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8884,'2024/10/09 13:08:46:479',23,19.689489,-19,0,1,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8885,'2024/10/09 13:08:46:479',23,19.689489,-19,0,1,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8886,'2024/10/09 13:08:46:479',23,19.689489,-19,0,3,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8887,'2024/10/09 13:08:46:479',23,19.689489,-19,0,3,0.885163,-1.19,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8888,'2024/10/09 13:08:46:479',23,19.689489,-19,0,3,0.885163,-0.9,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8889,'2024/10/09 13:08:46:479',23,19.689489,-19,0,3,0.890811,-0.9,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8890,'2024/10/09 13:08:46:479',23,19.689489,-19,0,3,0.890811,-0.9,-0.05,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8891,'2024/10/09 13:08:46:479',23,19.689489,-19,0,3,0.890811,-0.9,0,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8892,'2024/10/09 13:08:46:523',23,19.689489,-19,0,3,0.890811,-0.9,0,0.05,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8893,'2024/10/09 13:08:46:523',23,19.689489,-19,0,3,0.890811,-0.9,0,0.14,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8894,'2024/10/09 13:08:46:597',23,19.689489,-19,0,3,0.890811,-0.9,0,0.14,-17.5,1.5,6.5,-0.81,0.05,0.31,0,1,1,1,?,?,4,?,?,?,?,?,?,?
8895,'2024/10/09 13:12:09:241',24,19.931477,-2,16,11,0.944004,-0.1,0.76,0.52,-2,16,11.5,-0.1,0.76,0.545,0,1,1,1,?,?,?,1,?,?,?,?,?,?
8896,'2024/10/09 13:12:09:259',24,19.931477,-2,16,11,0.944004,-0.1,0.76,0.52,-2,16,11.5,-0.1,0.76,0.545,0,1,1,1,?,?,?,1,?,?,?,?,?,?
8897,'2024/10/09 13:12:09:261',24,19.875544,-2,16,11,0.944004,-0.1,0.76,0.52,-2,16,11.5,-0.1,0.76,0.545,0,1,1,1,?,?,?,1,?,?,?,?,?,?
8898,'2024/10/09 13:12:09:261',24,19.875544,-2,16,11,0.944004,-0.1,0.76,0.52,-2,16,11.5,-0.1,0.76,0.545,0,1,1,1,?,?,?,1,?,?,?,?,?,?
